SizeBucket,Reward,Metric,Mean,Std,Min,Max,CI_95_Low,CI_95_High,Mean_Improvement,Std_Improvement,CI_95_Improvement_Low,CI_95_Improvement_High,Improvement_Type,N_Runs
Small,GREEDY_DEG,AvgClustering,0.22522452364384887,,0.22522452364384887,0.22522452364384887,,,0.13418283321233632,0.0,,,Absolute,1
Small,GREEDY_BET,λ₂,0.29162865685031536,,0.29162865685031536,0.29162865685031536,,,61.115708584275566,0.0,,,Percentage,1
Small,GREEDY_BET,AvgNodeConn,1.3,,1.3,1.3,,,0.0,0.0,,,Percentage,1
Small,GREEDY_BET,GCC_5%,0.7900990675990676,,0.7900990675990676,0.7900990675990676,,,1.7562161570862846,0.0,,,Percentage,1
Small,GREEDY_BET,AttackCurveAUC,0.1281231389491772,,0.1281231389491772,0.1281231389491772,,,3.3076189373442406,0.0,,,Percentage,1
Small,GREEDY_BET,ASPL,2.240164002664003,,2.240164002664003,2.240164002664003,,,-14.893427227598172,0.0,,,Percentage,1
Small,GREEDY_BET,Diameter,3.8,,3.8,3.8,,,-23.999999952000003,0.0,,,Percentage,1
Small,GREEDY_BET,ArticulationPoints,2.0,,2.0,2.0,,,-16.66666659722222,0.0,,,Percentage,1
Small,GREEDY_BET,Bridges,5.7,,5.7,5.7,,,-14.925373112051682,0.0,,,Percentage,1
Small,GREEDY_BET,BetCentralization,10.316952237223884,,10.316952237223884,10.316952237223884,,,0.7084853629675365,0.0,,,Absolute,1
Small,GREEDY_BET,NatConnectivity,1.5534208404618552,,1.5534208404618552,1.5534208404618552,,,35.19452323964768,0.0,,,Percentage,1
Small,GREEDY_BET,EffResistance,263.70111940385976,,263.70111940385976,263.70111940385976,,,-20.226746873883865,0.0,,,Percentage,1
Small,GREEDY_BET,Assortativity,-0.4001561914269855,,-0.4001561914269855,-0.4001561914269855,,,0.009251959050061154,0.0,,,Absolute,1
Small,GREEDY_BET,AvgClustering,0.27551472825541146,,0.27551472825541146,0.27551472825541146,,,0.1844730378238989,0.0,,,Absolute,1
Small,GREEDY_ALG,λ₂,0.3427236184603074,,0.3427236184603074,0.3427236184603074,,,89.34407527329375,0.0,,,Percentage,1
Small,GREEDY_ALG,AvgNodeConn,1.3,,1.3,1.3,,,0.0,0.0,,,Percentage,1
Small,GREEDY_ALG,GCC_5%,0.7982808857808857,,0.7982808857808857,0.7982808857808857,,,2.8099458513380524,0.0,,,Percentage,1
Small,GREEDY_ALG,AttackCurveAUC,0.13073100688769032,,0.13073100688769032,0.13073100688769032,,,5.410382016775723,0.0,,,Percentage,1
Small,GREEDY_ALG,ASPL,2.2070038295038295,,2.2070038295038295,2.2070038295038295,,,-16.153222793569096,0.0,,,Percentage,1
Small,GREEDY_ALG,Diameter,3.7,,3.7,3.7,,,-25.999999947999996,0.0,,,Percentage,1
Small,GREEDY_ALG,ArticulationPoints,2.1,,2.1,2.1,,,-12.49999994791666,0.0,,,Percentage,1
Small,GREEDY_ALG,Bridges,5.6,,5.6,5.6,,,-16.417910423256856,0.0,,,Percentage,1
Small,GREEDY_ALG,BetCentralization,9.000400283863781,,9.000400283863781,9.000400283863781,,,-0.6080665903925659,0.0,,,Absolute,1
Small,GREEDY_ALG,NatConnectivity,1.4402707083256083,,1.4402707083256083,1.4402707083256083,,,25.34704490554721,0.0,,,Percentage,1
Small,GREEDY_ALG,EffResistance,251.7835559231443,,251.7835559231443,251.7835559231443,,,-23.831975438354288,0.0,,,Percentage,1
Small,GREEDY_ALG,Assortativity,-0.4550175541393481,,-0.4550175541393481,-0.4550175541393481,,,-0.04560940366230143,0.0,,,Absolute,1
Small,GREEDY_ALG,AvgClustering,0.16447082506865113,,0.16447082506865113,0.16447082506865113,,,0.07342913463713857,0.0,,,Absolute,1
Medium,PBR,λ₂,0.07494708243089011,,0.07494708243089011,0.07494708243089011,,,49.36885702406964,0.0,,,Percentage,1
Medium,PBR,AvgNodeConn,1.170827406672995,,1.170827406672995,1.170827406672995,,,8.564308365796986,0.0,,,Percentage,1
Medium,PBR,GCC_5%,0.7718649497801485,,0.7718649497801485,0.7718649497801485,,,16.929837869925194,0.0,,,Percentage,1
Medium,PBR,AttackCurveAUC,0.10773044649123015,,0.10773044649123015,0.10773044649123015,,,21.238535351148336,0.0,,,Percentage,1
Medium,PBR,ASPL,3.5718674913900412,,3.5718674913900412,3.5718674913900412,,,-6.871754859661987,0.0,,,Percentage,1
Medium,PBR,Diameter,7.5,,7.5,7.5,,,-9.999999988000004,0.0,,,Percentage,1
Medium,PBR,ArticulationPoints,10.666666666666666,,10.666666666666666,10.666666666666666,,,-13.513513502556618,0.0,,,Percentage,1
Medium,PBR,Bridges,20.166666666666668,,20.166666666666668,20.166666666666668,,,-27.976190466198975,0.0,,,Percentage,1
Medium,PBR,BetCentralization,26.284196036946838,,26.284196036946838,26.284196036946838,,,-2.6019517926792552,0.0,,,Absolute,1
Medium,PBR,NatConnectivity,1.5335849850882266,,1.5335849850882266,1.5335849850882266,,,10.172253414448798,0.0,,,Percentage,1
Medium,PBR,EffResistance,2889.909074709927,,2889.909074709927,2889.909074709927,,,-18.187849009076356,0.0,,,Percentage,1
Medium,PBR,Assortativity,-0.21525824948735847,,-0.21525824948735847,-0.21525824948735847,,,0.06652676965272827,0.0,,,Absolute,1
Medium,PBR,AvgClustering,0.09963319492787444,,0.09963319492787444,0.09963319492787444,,,0.017586485481121655,0.0,,,Absolute,1
Medium,EFFRES,λ₂,0.07973096124853052,,0.07973096124853052,0.07973096124853052,,,58.90308294205992,0.0,,,Percentage,1
Medium,EFFRES,AvgNodeConn,1.1821598703583998,,1.1821598703583998,1.1821598703583998,,,9.615104635654156,0.0,,,Percentage,1
Medium,EFFRES,GCC_5%,0.809499358382299,,0.809499358382299,0.809499358382299,,,22.631075165932778,0.0,,,Percentage,1
Medium,EFFRES,AttackCurveAUC,0.10552828861974299,,0.10552828861974299,0.10552828861974299,,,18.76025387303319,0.0,,,Percentage,1
Medium,EFFRES,ASPL,3.5196950404242404,,3.5196950404242404,3.5196950404242404,,,-8.232031745975526,0.0,,,Percentage,1
Medium,EFFRES,Diameter,7.333333333333333,,7.333333333333333,7.333333333333333,,,-11.99999998560001,0.0,,,Percentage,1
Medium,EFFRES,ArticulationPoints,10.0,,10.0,10.0,,,-18.918918903579257,0.0,,,Percentage,1
Medium,EFFRES,Bridges,19.833333333333332,,19.833333333333332,19.833333333333332,,,-29.16666665625,0.0,,,Percentage,1
Medium,EFFRES,BetCentralization,25.745136095310894,,25.745136095310894,25.745136095310894,,,-3.1410117343151995,0.0,,,Absolute,1
Medium,EFFRES,NatConnectivity,1.5379840158177889,,1.5379840158177889,1.5379840158177889,,,10.488278368962257,0.0,,,Percentage,1
Medium,EFFRES,EffResistance,2777.6065031418343,,2777.6065031418343,2777.6065031418343,,,-21.36708915270898,0.0,,,Percentage,1
Medium,EFFRES,Assortativity,-0.22142872040459446,,-0.22142872040459446,-0.22142872040459446,,,0.06035629873549228,0.0,,,Absolute,1
Medium,EFFRES,AvgClustering,0.1009701441583422,,0.1009701441583422,0.1009701441583422,,,0.018923434711589415,0.0,,,Absolute,1
Medium,IVI,λ₂,0.076542154014325,,0.076542154014325,0.076542154014325,,,52.54781983051794,0.0,,,Percentage,1
Medium,IVI,AvgNodeConn,1.1810893095883863,,1.1810893095883863,1.1810893095883863,,,9.515837495249873,0.0,,,Percentage,1
Medium,IVI,GCC_5%,0.7667366876387504,,0.7667366876387504,0.7667366876387504,,,16.152957337715307,0.0,,,Percentage,1
Medium,IVI,AttackCurveAUC,0.10694284667440203,,0.10694284667440203,0.10694284667440203,,,20.35218017040289,0.0,,,Percentage,1
Medium,IVI,ASPL,3.5447936856432967,,3.5447936856432967,3.5447936856432967,,,-7.5776421910043466,0.0,,,Percentage,1
Medium,IVI,Diameter,7.333333333333333,,7.333333333333333,7.333333333333333,,,-11.99999998560001,0.0,,,Percentage,1
