Graph,Reward,Attempt,RawAction,Node_U,Node_V,Edge,WasValid,WasAdded,StepReward
DeutscheTelekom,EFFRES,9,0,26,33,26-33,True,True,0.05405640033534403
DeutscheTelekom,EFFRES,10,0,1,37,1-37,True,True,0.024862464178788266
DeutscheTelekom,IVI,1,88,13,34,13-34,True,True,0.682454204502981
DeutscheTelekom,IVI,2,9,15,35,15-35,True,True,0.07893482607560698
DeutscheTelekom,IVI,3,82,3,10,3-10,True,True,0.8333333333333303
DeutscheTelekom,IVI,4,82,5,13,5-13,True,True,0.9999760191072121
DeutscheTelekom,IVI,5,82,27,33,27-33,True,True,0.6946527230072614
DeutscheTelekom,IVI,6,84,3,27,3-27,True,True,0.05710093805935524
DeutscheTelekom,IVI,7,25,2,12,2-12,True,True,-0.17575736508133985
DeutscheTelekom,IVI,8,25,4,33,4-33,True,True,-1.0
DeutscheTelekom,IVI,9,25,10,26,10-26,True,True,0.031249999999999823
DeutscheTelekom,IVI,10,25,16,37,16-37,True,True,0.07800573917117812
DeutscheTelekom,NNSI,1,52,24,25,24-25,True,True,0.02835816031140446
DeutscheTelekom,NNSI,2,88,13,34,13-34,True,True,0.028581307394955662
DeutscheTelekom,NNSI,3,88,3,22,3-22,True,True,-0.16656906954991488
DeutscheTelekom,NNSI,4,88,5,19,5-19,True,True,0.022993418122509615
DeutscheTelekom,NNSI,5,80,27,35,27-35,True,True,0.018445252152517678
DeutscheTelekom,NNSI,6,80,3,5,3-5,True,True,-0.044145596551111374
DeutscheTelekom,NNSI,7,80,7,10,7-10,True,True,0.048329733737391446
DeutscheTelekom,NNSI,8,80,13,23,13-23,True,True,-0.00404855742543662
DeutscheTelekom,NNSI,9,80,27,30,27-30,True,True,0.0004051066821003956
DeutscheTelekom,NNSI,10,80,32,33,32-33,True,True,0.04299670337828724
Cesnet1999,PBR,1,32,1,7,1-7,True,True,0.04999999971250009
Cesnet1999,PBR,2,32,2,7,2-7,True,True,0.037037036816578474
Cesnet1999,PBR,3,32,3,7,3-7,True,True,0.0285714283958017
Cesnet1999,PBR,4,32,4,5,4-5,True,True,8.125000577203008e-11
Cesnet1999,EFFRES,1,2,0,3,0-3,True,True,0.1309523809445871
Cesnet1999,EFFRES,2,2,1,5,1-5,True,True,0.11415525113373365
Cesnet1999,EFFRES,3,2,1,6,1-6,True,True,0.07884254919727762
Cesnet1999,EFFRES,4,2,1,8,1-8,True,True,0.07061005932915214
Cesnet1999,IVI,1,32,1,7,1-7,True,True,-1.0
Cesnet1999,IVI,2,31,1,10,1-10,True,True,0.999999606555296
Cesnet1999,IVI,3,31,1,11,1-11,True,True,0.5939570400640245
Cesnet1999,IVI,4,46,6,8,6-8,True,True,0.8981173133493291
Cesnet1999,NNSI,1,23,3,12,3-12,True,True,-1.0
Cesnet1999,NNSI,2,32,3,7,3-7,True,True,0.49999999937499995
Cesnet1999,NNSI,3,23,0,11,0-11,True,True,0.0
Cesnet1999,NNSI,4,32,4,5,4-5,True,True,0.0
